epoch,learning_rate,loss,mae,val_loss,val_mae
31,0.0002500000118743628,0.03015691414475441,0.132903590798378,0.05699852481484413,0.1893780380487442
32,0.0002500000118743628,0.02988833747804165,0.132482647895813,0.05329198017716408,0.18223440647125244
33,0.0002500000118743628,0.02983504720032215,0.13217446208000183,0.05280860513448715,0.1817040741443634
34,0.0002500000118743628,0.029722511768341064,0.13183468580245972,0.055121127516031265,0.1837824136018753
35,0.0002500000118743628,0.02910136617720127,0.13012878596782684,0.055004049092531204,0.18573638796806335
36,0.0002500000118743628,0.029037661850452423,0.1297469288110733,0.05159296840429306,0.17784152925014496
37,0.0002500000118743628,0.02866474725306034,0.12916608154773712,0.054683804512023926,0.18461228907108307
38,0.0002500000118743628,0.028600076213479042,0.1287858635187149,0.051475074142217636,0.178648442029953
39,0.0002500000118743628,0.028360990807414055,0.1284608542919159,0.050423916429281235,0.17691045999526978
40,0.0002500000118743628,0.028116172179579735,0.12794511020183563,0.05219622701406479,0.17983587086200714
41,0.0002500000118743628,0.027707697823643684,0.12667489051818848,0.04985135793685913,0.17334924638271332
42,0.0002500000118743628,0.027727432548999786,0.12670139968395233,0.051771536469459534,0.17550845444202423
43,0.0002500000118743628,0.027345387265086174,0.12574350833892822,0.052261870354413986,0.17949213087558746
44,0.0002500000118743628,0.027312111109495163,0.1254960000514984,0.055985745042562485,0.18364392220973969
45,0.0002500000118743628,0.026922397315502167,0.12462584674358368,0.05642051622271538,0.1873781532049179
46,0.0002500000118743628,0.02704172395169735,0.125016987323761,0.05447763204574585,0.1840313822031021
47,0.0001250000059371814,0.02588796429336071,0.12216506153345108,0.05127418041229248,0.17677360773086548
48,0.0001250000059371814,0.025815051048994064,0.1217326819896698,0.05231993645429611,0.1797383427619934
49,0.0001250000059371814,0.025403236970305443,0.12071315944194794,0.05080687999725342,0.17649106681346893
50,0.0001250000059371814,0.02559143863618374,0.12121650576591492,0.047933414578437805,0.1704900711774826
51,0.0001250000059371814,0.02529662288725376,0.12059212476015091,0.05061239376664162,0.17501740157604218
52,0.0001250000059371814,0.02527698129415512,0.12033816426992416,0.047667041420936584,0.1697663813829422
53,0.0001250000059371814,0.02503662183880806,0.11988476663827896,0.049909792840480804,0.1743817776441574
54,0.0001250000059371814,0.025010688230395317,0.11972223222255707,0.048242367804050446,0.17100884020328522
55,0.0001250000059371814,0.02496364712715149,0.11974646896123886,0.04988648369908333,0.17396280169487
56,0.0001250000059371814,0.024691084399819374,0.11886889487504959,0.0488242506980896,0.17084264755249023
57,0.0001250000059371814,0.024681247770786285,0.11878778785467148,0.04781842976808548,0.16946816444396973
58,6.25000029685907e-05,0.024235278367996216,0.11783112585544586,0.047437917441129684,0.16922856867313385
59,6.25000029685907e-05,0.02413599193096161,0.1173318400979042,0.04797255992889404,0.17042779922485352
60,6.25000029685907e-05,0.023967253044247627,0.11694222688674927,0.04911554604768753,0.172395721077919
61,6.25000029685907e-05,0.02395707555115223,0.11710673570632935,0.04733094573020935,0.16863934695720673
62,6.25000029685907e-05,0.02375648356974125,0.11659522354602814,0.04959457740187645,0.17244349420070648
63,6.25000029685907e-05,0.023800363764166832,0.11640122532844543,0.04793478921055794,0.16960808634757996
64,6.25000029685907e-05,0.023723021149635315,0.11638343334197998,0.04653088375926018,0.16771908104419708
65,6.25000029685907e-05,0.023586317896842957,0.1158885806798935,0.047724541276693344,0.16945955157279968
66,6.25000029685907e-05,0.023675234988331795,0.11629049479961395,0.04808828979730606,0.1695639193058014
67,6.25000029685907e-05,0.02360982447862625,0.11619945615530014,0.04953283444046974,0.17223547399044037
68,6.25000029685907e-05,0.02328893169760704,0.11519070714712143,0.047755081206560135,0.16957972943782806
69,6.25000029685907e-05,0.023508183658123016,0.11576969176530838,0.0506487600505352,0.17455169558525085
70,3.125000148429535e-05,0.02321658469736576,0.11482169479131699,0.04707937687635422,0.16812941431999207
71,3.125000148429535e-05,0.023329637944698334,0.1151910275220871,0.04540078341960907,0.16524098813533783
72,3.125000148429535e-05,0.023015212267637253,0.1144162192940712,0.04586903378367424,0.16570767760276794
73,3.125000148429535e-05,0.02304559387266636,0.11454959958791733,0.0455177016556263,0.1653013974428177
74,3.125000148429535e-05,0.023106906563043594,0.11472354084253311,0.04649559408426285,0.1668698489665985
75,3.125000148429535e-05,0.02298406884074211,0.11423232406377792,0.04695405811071396,0.16768141090869904
76,3.125000148429535e-05,0.022947488352656364,0.11427517980337143,0.04662967100739479,0.16720010340213776
77,1.5625000742147677e-05,0.023007798939943314,0.11449021100997925,0.0462878979742527,0.16665638983249664
78,1.5625000742147677e-05,0.02289624884724617,0.11433035135269165,0.046305667608976364,0.1666494607925415
79,1.5625000742147677e-05,0.022957583889365196,0.11448045819997787,0.04650634527206421,0.16705773770809174
80,1.5625000742147677e-05,0.022889534011483192,0.11403896659612656,0.04572780430316925,0.16565462946891785
81,1.5625000742147677e-05,0.022958874702453613,0.11437563598155975,0.0459902323782444,0.1660977005958557
